method,model,dataset_version,test_file_sha256,metric,n_seeds,n_values,seed_list,seed_42,seed_43,seed_44,mean,std,ci_low,ci_high,ci_note
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,3,3,"42,43,44",2.92,2.92,2.92,2.92,0.0,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,3,3,"42,43,44",2.92,2.92,2.92,2.92,0.0,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,3,3,"42,43,44",2.92,2.92,2.92,2.92,0.0,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,3,3,"42,43,44",0.84,1.26,1.26,1.12,0.24248711305964285,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,3,3,"42,43,44",2.92,2.92,2.92,2.92,0.0,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,3,3,"42,43,44",2.92,2.92,2.92,2.92,0.0,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,3,3,"42,43,44",13598.0,11876.6,11898.4,12457.666666666666,987.6177870681215,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,3,3,"42,43,44",2.55,3.28,3.28,3.0366666666666666,0.4214656965084268,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,3,3,"42,43,44",2.55,2.92,2.92,2.796666666666667,0.21361959960016158,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,3,3,"42,43,44",0.0,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,3,3,"42,43,44",2.55,3.28,3.65,3.16,0.5597320787662612,,,not reported for fewer than 5 independent seeds
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,1,1,42,95.99,,,95.99,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,1,1,42,0.958,,,0.958,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,1,1,42,9654.0,,,9654.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,1,1,42,0.36,,,0.36,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,1,1,42,97.08,,,97.08,,,,not reported for fewer than 5 independent seeds
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,2,2,"43,44",,98.54,100.0,99.27000000000001,1.032375900532355,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,2,2,"43,44",,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,2,2,"43,44",,98.54,100.0,99.27000000000001,1.032375900532355,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,2,2,"43,44",,0.9854,1.0,0.9927,0.010323759005323556,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,2,2,"43,44",,89.42,89.05,89.235,0.26162950903902576,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,2,2,"43,44",,0.6126,0.5306,0.5716,0.05798275605729695,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,2,2,"43,44",,89.42,88.69,89.055,0.5161879502661825,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,2,2,"43,44",,98.18,100.0,99.09,1.2869343417595116,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,2,2,"43,44",,98.54,100.0,99.27000000000001,1.032375900532355,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,2,2,"43,44",,96.35,97.81,97.08,1.032375900532365,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,2,2,"43,44",,97.45,98.18,97.815,0.5161879502661825,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,2,2,"43,44",,98.18,99.27,98.725,0.7707463914933291,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,2,2,"43,44",,97.49,100.0,98.745,1.774838020778238,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,2,2,"43,44",,96.35,97.81,97.08,1.032375900532365,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,2,2,"43,44",,97.81,100.0,98.905,1.5485638507985375,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,2,2,"43,44",,59140.8,57193.6,58167.2,1376.8783243264484,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,2,2,"43,44",,89.78,87.59,88.685,1.5485638507985375,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,2,2,"43,44",,97.45,98.54,97.995,0.7707463914933392,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,2,2,"43,44",,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,2,2,"43,44",,98.91,100.0,99.455,0.7707463914933392,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,2,2,"43,44",,31.48,31.2,31.34,0.1979898987322341,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,2,0,"43,44",,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,2,0,"43,44",,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,2,0,"43,44",,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,2,0,"43,44",,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,2,0,"43,44",,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,1,1,42,74.09,,,74.09,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,1,1,42,74.09,,,74.09,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,1,1,42,0.7409,,,0.7409,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,1,1,42,58.39,,,58.39,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,1,1,42,0.3105,,,0.3105,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,1,1,42,68.98,,,68.98,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,1,1,42,72.99,,,72.99,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,1,1,42,73.72,,,73.72,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,1,1,42,71.17,,,71.17,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,1,1,42,71.9,,,71.9,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,1,1,42,72.26,,,72.26,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,1,1,42,71.13,,,71.13,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,1,1,42,71.17,,,71.17,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,1,1,42,72.99,,,72.99,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,1,1,42,23054.5,,,23054.5,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,1,1,42,58.39,,,58.39,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,1,1,42,69.34,,,69.34,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,1,1,42,78.1,,,78.1,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,1,1,42,57.64,,,57.64,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,1,1,42,1.0,,,1.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,1,1,42,97.45,,,97.45,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,1,1,42,0.7888,,,0.7888,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,1,1,42,97.45,,,97.45,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,1,1,42,97.81,,,97.81,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,1,1,42,97.81,,,97.81,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,1,1,42,99.64,,,99.64,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,1,1,42,97.81,,,97.81,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,1,1,42,81338.8,,,81338.8,,,,not reported for fewer than 5 independent seeds
