method,model,dataset_version,test_file_sha256,metric,n_seeds,n_values,seed_list,seed_42,seed_43,seed_44,mean,std,ci_low,ci_high,ci_note
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,1,1,42,97.45,,,97.45,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,1,1,42,48.33,,,48.33,,,,not reported for fewer than 5 independent seeds
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,Qwen/Qwen3.8-27B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,1,0,42,,,,,,,,metric unavailable in source runs
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,3,3,"42,43,44",0.0,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,3,3,"42,43,44",0.0109,0.0255,0.0328,0.02306666666666667,0.011150934191059211,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,3,3,"42,43,44",0.73,2.19,2.92,1.9466666666666665,1.1150934191059212,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,3,3,"42,43,44",0.0106,0.0168,0.0269,0.0181,0.008227393268830657,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,3,3,"42,43,44",1.09,2.19,2.55,1.9433333333333334,0.7606137872358961,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,3,3,"42,43,44",0.42,0.84,1.26,0.84,0.42,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,3,3,"42,43,44",1.09,2.55,3.28,2.3066666666666666,1.115093419105921,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,3,3,"42,43,44",1.09,2.19,3.28,2.186666666666667,1.0950038051684263,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,3,3,"42,43,44",13838.0,12013.7,13389.9,13080.533333333333,950.6831350840996,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,3,3,"42,43,44",1.46,2.19,2.19,1.9466666666666665,0.4214656965084268,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,3,3,"42,43,44",1.09,2.19,2.55,1.9433333333333334,0.7606137872358961,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,3,3,"42,43,44",0.0,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,3,3,"42,43,44",2.19,2.19,2.19,2.19,0.0,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,3,3,"42,43,44",100.0,28.57,44.44,57.669999999999995,37.50781118647154,,,not reported for fewer than 5 independent seeds
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
ft_rag,allenai/OLMo-2-0425-1B-Instruct,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,2,2,"43,44",,32.85,32.12,32.485,0.5161879502661825,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,2,2,"43,44",,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,2,2,"43,44",,0.2646,0.2573,0.26095,0.005161879502661817,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,2,2,"43,44",,6.93,5.11,6.02,1.286934341759516,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,2,2,"43,44",,0.0791,0.0179,0.0485,0.04327493500861671,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,2,2,"43,44",,4.38,4.01,4.195,0.26162950903902266,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,2,2,"43,44",,4.01,4.38,4.195,0.26162950903902266,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,2,2,"43,44",,6.2,5.47,5.835,0.51618795026618,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,2,2,"43,44",,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,2,2,"43,44",,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,2,2,"43,44",,4890.6,4823.5,4857.05,47.4468650176176,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,2,2,"43,44",,4.38,6.2,5.29,1.2869343417595167,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,2,2,"43,44",,2.19,2.92,2.5549999999999997,0.5161879502661797,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,2,2,"43,44",,2.92,2.55,2.735,0.26162950903902266,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,2,2,"43,44",,27.74,23.36,25.549999999999997,3.0971277015970773,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/hf-cache/models--allenai--OLMo-2-0425-1B-Instruct/snapshots/48d788eca847d4d7548f375ad03d3c9312f6139e,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,2,0,"43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,3,3,"42,43,44",99.64,100.0,100.0,99.88,0.20784609690826494,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,3,3,"42,43,44",0.36,0.0,0.36,0.24,0.20784609690826528,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,completeness_score,3,3,"42,43,44",0.9964,1.0,1.0,0.9988,0.0020784609690826803,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,top_1_accuracy,3,3,"42,43,44",0.36,0.0,0.36,0.24,0.20784609690826528,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,macro_f1,3,3,"42,43,44",0.1111,0.0,0.0185,0.043199999999999995,0.059526212713392083,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_task_classification,3,3,"42,43,44",0.0,0.0,0.36,0.12,0.20784609690826528,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_kpi_selection,3,3,"42,43,44",0.0,0.0,0.36,0.12,0.20784609690826528,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_mapping_count,3,3,"42,43,44",0.0,0.0,0.36,0.12,0.20784609690826528,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_encoding,3,3,"42,43,44",0.0,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_x_accuracy,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_y_accuracy,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_aggregate_accuracy,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_mapping_exact_accuracy,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,exact_aggregate,3,3,"42,43,44",0.0,0.0,0.0,0.0,0.0,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,avg_latency_ms,3,3,"42,43,44",7076.5,7074.5,7064.4,7071.8,6.486139067272817,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_accuracy,3,3,"42,43,44",0.36,0.36,0.73,0.48333333333333334,0.21361959960016152,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,paraphrase_consistency,3,3,"42,43,44",0.0,0.0,0.36,0.12,0.20784609690826528,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_clarification_rate,3,3,"42,43,44",3.65,2.92,2.92,3.1633333333333336,0.4214656965084268,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,missing_info_schema_rate,3,3,"42,43,44",99.64,99.64,99.64,99.64,0.0,,,not reported for fewer than 5 independent seeds
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,supported_claim_rate,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_recall_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_mrr_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_ndcg_at_3,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_query_coverage,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,/lustre/mahdamld/ramin/ftm_runtime/models/Qwen3-1.7B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,retrieval_top_3_support_rate,3,0,"42,43,44",,,,,,,,metric unavailable in source runs
prompt_only,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,json_parse_rate,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
prompt_only,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,schema_validity_rate,1,1,42,0.0,,,0.0,,,,not reported for fewer than 5 independent seeds
prompt_only,Qwen/Qwen3-8B,dashboard_v4,e2df055d0a75c25f53a88cb830a5b6d66411fa179413f352f45ca2f6873829d5,encoding_object_rate,1,1,42,100.0,,,100.0,,,,not reported for fewer than 5 independent seeds
